-13.9015, 13.9571
-14.36, 14.1567
-14.8184, 14.3563
-15.2295, 14.0717
-15.24, 13.5718
-15.4025, 13.0989
-15.8232, 12.8287
-15.8061, 12.329
-15.6673, 11.8486
-15.5285, 11.3683
-15.7066, 10.9011
-15.9363, 10.457
-15.6525, 10.0453
-16.055, 9.74868
-16.162, 9.26026
-16.2362, 8.7658
-16.7301, 8.8437
-17.0792, 8.48573
-17.4605, 8.80914
-17.9409, 8.67056
-18.4206, 8.52954
-18.8509, 8.78417
-19.3187, 8.60743
-19.8187, 8.604
-20.2096, 8.91577
-20.699, 8.8134
-21.1923, 8.73213
-21.6832, 8.63703
-22.1756, 8.55
-22.6755, 8.54395
-23.0701, 8.85109
-23.5384, 9.02631
-24.0172, 8.88256
-24.5151, 8.83675
-24.9851, 8.66618
-25.4804, 8.73498
-25.6355, 9.21033
-26.1339, 9.2499
-26.563, 9.50658
-26.9705, 9.79622
-27.4695, 9.76442
-27.9482, 9.90893
-28.4407, 9.82274
-28.6927, 9.39089
-29.063, 9.05491
-29.5559, 9.13902
-30.053, 9.19298
-30.5527, 9.17687
-30.8433, 9.58375
-31.2626, 9.85613
-31.4241, 10.3293
-31.8999, 10.4831
-32.3814, 10.6179
-32.3895, 11.1178
-32.8304, 11.3534
-33.2925, 11.5445
-33.7896, 11.5979
-34.2038, 11.878
-34.3763, 12.3473
-34.8338, 12.5489
-35.2874, 12.7592
-35.62, 13.1326
-35.8198, 13.591
-36.2156, 13.8964
-36.7073, 13.9873
-36.8754, 14.4582
-37.373, 14.409
-37.8028, 14.6645
-38.2935, 14.5681
-38.7926, 14.5387
-39.2705, 14.6855
-39.6043, 15.0578
-39.8336, 15.5021
-40.3262, 15.4167
-40.7197, 15.7253
-41.2029, 15.8537
-41.7, 15.8
