-40.25, -25.95, -39.6673, -25.1373
-39.6673, -25.1373, -38.7609, -24.7148
-38.7609, -24.7148, -38.8, -23.7156
-38.8, -23.7156, -37.9739, -23.152
-37.9739, -23.152, -37.1173, -22.6361
-37.1173, -22.6361, -36.1184, -22.6842
-36.1184, -22.6842, -35.1417, -22.4698
-35.1417, -22.4698, -34.3671, -21.8373
-34.3671, -21.8373, -33.5386, -21.2773
-33.5386, -21.2773, -32.5918, -20.9554
-38.8, -23.7156, -39.3752, -24.5335
-32.5918, -20.9554, -31.708, -20.4876
-31.708, -20.4876, -31.7182, -19.4877
-33.5386, -21.2773, -34.2915, -20.6192
-31.7182, -19.4877, -31.3977, -18.5404
-31.708, -20.4876, -30.8864, -21.0577
-30.8864, -21.0577, -29.9205, -20.799
-31.3977, -18.5404, -31.3358, -17.5424
-29.9205, -20.799, -28.9296, -20.9339
-31.3358, -17.5424, -31.7763, -16.6446
-31.7763, -16.6446, -31.7492, -15.645
-31.7492, -15.645, -31.1567, -14.8395
-31.1567, -14.8395, -30.2929, -14.3356
-30.2929, -14.3356, -29.3295, -14.0673
-29.3295, -14.0673, -28.4306, -13.6292
-28.4306, -13.6292, -27.4312, -13.6619
-28.9296, -20.9339, -27.9395, -21.074
-27.9395, -21.074, -26.9598, -21.2746
-26.9598, -21.2746, -25.9598, -21.2703
-25.9598, -21.2703, -24.9627, -21.1941
-24.9627, -21.1941, -23.9633, -21.2277
-23.9633, -21.2277, -22.9639, -21.2632
-22.9639, -21.2632, -22.1019, -20.7563
-31.7492, -15.645, -32.7433, -15.7536
-22.1019, -20.7563, -21.1977, -21.1833
-25.9598, -21.2703, -25.983, -22.27
-21.1977, -21.1833, -20.1977, -21.1799
-20.1977, -21.1799, -19.2011, -21.0969
-19.2011, -21.0969, -18.3803, -20.5258
-18.3803, -20.5258, -17.4319, -20.843
-31.1567, -14.8395, -31.6555, -13.9728
-38.7609, -24.7148, -38.1505, -25.5069
-17.4319, -20.843, -16.6649, -20.2013
-16.6649, -20.2013, -15.9261, -19.5274
-31.7182, -19.4877, -32.2185, -18.6218
-27.4312, -13.6619, -27.1008, -12.7181
-15.9261, -19.5274, -14.9277, -19.5841
-38.1505, -25.5069, -37.8585, -26.4633
-27.1008, -12.7181, -27.3244, -11.7434
-27.3244, -11.7434, -27.7369, -10.8324
-27.7369, -10.8324, -27.1643, -10.0125
-27.1643, -10.0125, -27.5864, -9.10596
-27.5864, -9.10596, -27.1267, -8.21791
-32.7433, -15.7536, -33.7361, -15.634
-22.9639, -21.2632, -22.9771, -22.2631
-40.25, -25.95, -41.1952, -25.6235
-37.8585, -26.4633, -38.2689, -27.3753
-19.2011, -21.0969, -19.1497, -22.0956
-27.1267, -8.21791, -26.1271, -8.18735
-25.983, -22.27, -26.5773, -23.0743
-33.7361, -15.634, -34.5624, -15.0707
-41.1952, -25.6235, -41.5764, -26.548
-34.5624, -15.0707, -35.5277, -15.3316
-35.5277, -15.3316, -36.1048, -16.1483
-17.4319, -20.843, -16.9217, -21.703
-35.5277, -15.3316, -36.1528, -14.5511
-26.1271, -8.18735, -25.1328, -8.08124
-36.1528, -14.5511, -36.3921, -13.5801
-36.3921, -13.5801, -36.9005, -12.719
-16.9217, -21.703, -16.2366, -22.4315
-25.1328, -8.08124, -24.133, -8.06159
-36.9005, -12.719, -37.6244, -12.0291
-41.5764, -26.548, -41.3476, -27.5214
-27.9395, -21.074, -27.9957, -20.0756
-37.6244, -12.0291, -38.1529, -11.1801
-38.1529, -11.1801, -38.7993, -10.4172
-24.133, -8.06159, -23.1493, -8.24143
-16.2366, -22.4315, -15.7341, -23.2961
-32.5918, -20.9554, -33.5859, -21.0639
-37.8585, -26.4633, -36.9777, -26.9368
-36.1048, -16.1483, -35.3128, -16.7589
-38.7993, -10.4172, -39.0622, -9.45235
-19.1497, -22.0956, -19.0982, -23.0943
-26.5773, -23.0743, -26.2044, -24.0022
-39.0622, -9.45235, -38.6647, -8.53472
-15.7341, -23.2961, -15.832, -24.2913
-26.2044, -24.0022, -26.7392, -24.8472
-15.832, -24.2913, -14.8403, -24.4202
-27.7369, -10.8324, -28.7282, -10.9639
-36.1048, -16.1483, -37.0973, -16.2709
-36.1184, -22.6842, -35.7674, -23.6205
-14.8403, -24.4202, -13.8459, -24.3148
-13.8459, -24.3148, -12.8483, -24.3838
-12.8483, -24.3838, -12.0955, -25.0421
-14.8403, -24.4202, -14.9021, -25.4183
-27.4312, -13.6619, -26.4995, -14.0253
-12.0955, -25.0421, -11.2427, -24.5198
-11.2427, -24.5198, -10.298, -24.192
-10.298, -24.192, -9.30092, -24.115
-9.30092, -24.115, -8.50275, -23.5126
-8.50275, -23.5126, -8.22068, -22.5532
-8.22068, -22.5532, -7.5818, -21.7839
-7.5818, -21.7839, -6.61673, -22.0458
-6.61673, -22.0458, -5.62639, -21.9072
-38.7993, -10.4172, -39.7224, -10.8017
-5.62639, -21.9072, -4.85056, -21.2763
-4.85056, -21.2763, -3.86084, -21.4193
-3.86084, -21.4193, -2.88054, -21.2218
-2.88054, -21.2218, -1.88349, -21.145
-1.88349, -21.145, -1.01314, -21.6374
-1.01314, -21.6374, -0.10992, -21.2083
-0.10992, -21.2083, 0.656742, -21.8503
-0.10992, -21.2083, 0.41389, -20.3564
0.41389, -20.3564, 1.04173, -19.5781
1.04173, -19.5781, 2.02859, -19.4165
-31.708, -20.4876, -32.2031, -21.3564
-26.7392, -24.8472, -26.2562, -25.7229
2.02859, -19.4165, 1.92971, -18.4214
1.92971, -18.4214, 2.42547, -17.5529
2.42547, -17.5529, 3.41596, -17.4153
-5.62639, -21.9072, -5.23053, -22.8255
3.41596, -17.4153, 3.90192, -16.5413
2.42547, -17.5529, 1.73669, -16.8279
-35.1417, -22.4698, -34.8529, -21.5124
-10.298, -24.192, -10.603, -23.2396
